Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
7,30,11251.45,0,6.989347,14,1,0,0,1,0,1,0,0,1,0,0,1,0,1,60.6298,5581.379706,5,4,3,4,3,5,4,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
6,19,54411.48,1,9.078472,14,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2.871903,1262.175265,3,3,4,2,6,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,66,49519.95,0,2.818423,9,0,0,0,0,1,1,1,0,0,0,1,0,1,1,60.16687,5553.300748,5,3,4,4,4,5,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8,82,98366.83,0,8.360793,13,0,0,0,1,0,1,1,1,0,1,0,1,0,1,4.573172,939.7724617,4,5,4,4,3,4,4,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0,33,13599.19,0,7.645128,10,1,0,1,1,0,1,1,0,0,0,0,1,0,0,68.41013,5971.515636,4,3,3,3,4,4,3,5,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
0,37,12453.24,1,10.00344746,14,0,1,0,1,0,0,0,1,1,1,0,1,1,1,14.96503088,2436.57146,5,5,5,2,5,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,88,57295.46,0,13.02587,13,2,1,0,1,0,1,1,1,0,1,1,0,0,1,16.41429,1452.568552,3,3,3,4,4,4,4,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,65,34869.71,0,10.62745,15,3,0,0,1,0,1,1,0,0,0,0,0,0,0,66.09752,5516.527396,2,2,3,4,4,2,3,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
4,82,51673.68,0,9.183616,14,0,1,0,1,0,1,0,0,0,1,1,1,0,0,22.14611,2113.691713,4,4,4,3,3,4,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,55,29360.19,0,10.12439,12,2,0,0,0,0,1,0,1,0,1,1,1,0,1,14.58336,1581.65754,4,3,3,2,3,5,3,5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3,55,81140.88,0,12.40678,15,0,1,0,1,1,0,0,0,1,0,0,0,1,1,46.92377,4583.54052,2,2,2,3,3,3,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,19,45594.27,0,6.125568,15,1,1,0,1,1,1,0,1,1,0,0,1,0,1,8.74736,1209.751161,4,4,4,2,4,4,5,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2,45,75255.33,0,12.69621,15,0,0,0,1,1,1,0,0,0,0,0,0,1,1,10.50995,1176.673652,3,3,3,4,3,3,3,4,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
1,58,24040.95,0,12.12826,10,0,0,0,0,0,1,1,1,0,0,0,0,0,1,71.7825,6111.281156,3,3,2,4,4,4,3,3,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1,67,12963.69,0,11.54196,15,3,0,0,1,0,1,1,0,0,0,0,0,1,1,51.01884,4464.920751,4,2,3,3,4,3,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,47,49799.5,1,19.50058,9,1,0,0,0,1,1,1,1,1,1,0,0,0,1,4.674085,745.4775132,5,3,4,4,5,2,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3,39,65472.96,1,10.4255,6,1,0,0,0,1,1,0,0,1,0,0,1,1,1,10.18679,1923.446501,4,5,3,3,3,4,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,67,65392.96,1,9.948525069,9,0,3,1,1,0,1,1,1,0,0,1,0,0,0,5.791194183,596.625449,2,4,4,3,4,3,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,30,42991.1,0,10.11260574,16,1,0,0,0,0,1,1,0,1,1,0,1,0,1,2.656111103,834.3144319,5,4,4,4,4,5,5,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1,26,7011.67,0,5.255272,11,1,0,0,1,0,1,0,1,1,0,0,1,0,0,24.42176,2471.127552,4,2,4,4,3,4,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
4,27,60053.46,0,6.620739,7,0,0,0,1,0,1,1,1,0,1,1,1,1,0,61.12237,5943.318759,5,3,4,3,4,4,4,5,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
7,33,22736.7,0,5.208557,12,1,1,0,0,1,1,0,0,0,0,0,0,1,1,61.51103,5962.353614,2,2,2,3,4,3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8,66,59694.68,1,8.789317,14,2,0,0,1,0,1,1,1,1,0,0,1,1,1,8.977196,2036.889178,4,4,4,3,4,4,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,63,26828.46,0,12.34399,8,0,0,0,0,1,1,0,0,1,0,1,1,0,1,51.05765,4430.640106,2,3,3,5,4,3,5,3,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
4,25,13487.36,0,12.5131,10,0,0,0,0,1,1,0,1,1,1,1,0,1,1,55.74501,5600.149879,4,5,5,5,2,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10,22,56215.68,0,9.154931,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6.89036,1527.543295,2,4,3,3,6,3,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,87,28665.69,1,8.174687,14,2,2,0,1,0,1,0,1,0,1,1,1,1,1,10.88054,1480.104233,4,5,3,3,3,3,4,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,35,80011.9,0,6.616816,11,0,0,1,1,1,1,0,1,1,0,0,0,0,1,69.93726,5975.247846,5,5,4,3,2,5,3,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,38,24481.75,0,7.545047,11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3.352593,465.1896546,3,3,3,5,1,4,4,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,59,50956.85,0,6.436661,14,1,1,1,1,0,1,1,0,1,1,1,0,0,1,63.95686,5461.972077,5,4,4,3,2,7,5,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,63,37184.53,0,11.99013,9,1,1,0,1,0,1,0,0,0,0,0,0,0,1,69.77542,5731.776578,2,2,4,3,4,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,73,54703.41,0,7.438129,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,67.11266,5605.5846,2,3,3,4,2,3,4,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
5,68,43820.85,1,8.015021713,12,1,0,0,1,0,1,0,0,0,1,0,1,1,1,7.338869531,1234.244324,2,3,3,5,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,52,42433.77,0,9.420146,10,2,0,0,0,0,0,1,1,0,0,0,0,1,1,62.08441,5465.207911,4,4,4,2,5,3,3,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
4,57,27210.96,0,13.73836,12,0,1,0,1,0,1,0,1,1,0,0,0,0,1,45.91152,4522.635377,3,4,4,5,2,3,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,46,57318.2,0,4.344131,11,0,0,0,0,0,1,1,0,0,0,1,0,0,0,66.34362,6016.804026,4,4,3,4,4,6,4,6,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1,52,64756.4,0,10.377,17,1,0,0,1,1,1,1,0,0,0,0,0,0,1,70.24032,5847.100806,4,3,3,3,2,3,4,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,73,15679.34,1,8.840278,8,2,0,0,0,1,1,0,0,0,0,1,1,1,1,47.27475,4746.697941,4,4,4,4,2,3,4,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,54,11428.5,0,13.27513,8,0,0,1,1,0,1,1,0,1,0,0,1,1,0,60.42123,5618.040366,4,4,5,3,4,5,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,44,29613.46,0,8.985344623,10,0,0,0,1,0,1,1,0,0,1,0,0,1,1,6.393598693,1269.403112,3,4,4,3,4,3,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,59,11132.31,1,6.652103,10,2,0,1,0,0,1,1,0,1,1,0,0,1,1,9.328119,1667.732624,3,3,3,3,3,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,32,49486.67,0,2.891818,11,1,0,0,0,0,1,1,1,0,0,1,1,1,1,66.81622,6551.623181,4,4,4,4,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,64,30931.95,0,8.038547,18,0,0,1,1,0,1,1,1,0,0,0,0,1,1,59.2505,5730.292957,1,2,3,5,2,3,2,3,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,85,93561.74,1,7.94076683,12,1,0,1,0,1,1,0,0,1,0,1,0,1,0,9.808669685,942.5247889,4,4,3,5,3,5,2,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2,37,35274.36,0,7.13163,8,0,2,0,1,0,1,1,0,0,0,0,1,0,1,65.36086,5723.066248,4,4,3,3,2,3,3,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5,77,74732.97,1,7.48647,13,2,0,0,1,0,1,0,1,1,1,0,1,1,1,59.13489,6078.532596,3,3,2,4,4,4,4,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
3,74,23519.01,0,8.838694,8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,52.1213,4356.229848,4,5,3,5,3,4,3,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,74,51784.5,0,5.790141,9,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7.602068,646.8507919,5,4,5,4,3,4,5,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3,58,87537.25,0,9.591529444,14,0,1,0,1,1,1,1,0,0,0,1,0,0,0,12.07358377,1623.045026,2,3,3,4,2,4,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4,80,111971.9,1,9.527541,12,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.397042,295.9085258,4,3,2,4,4,4,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1,55,38999.85,0,13.57109,15,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3.063806,503.8825694,4,3,2,5,3,5,3,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
2,49,33620.38,0,9.83612847,8,0,1,0,1,0,1,0,0,0,1,0,0,0,1,7.484425045,758.8338668,5,5,5,5,2,6,5,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
2,30,9336.09,1,14.27424,15,1,0,0,1,0,1,1,0,1,1,1,0,1,1,14.01692,2099.82555,1,2,3,4,3,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,51,22413.89,0,12.20707,12,1,0,0,0,0,1,1,1,0,0,0,0,0,1,16.49093,2078.823247,4,5,5,4,5,2,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
8,76,15610.48,0,14.47138,12,1,0,0,1,0,1,0,0,0,1,0,1,0,1,23.81965,2389.304765,3,4,4,3,5,4,4,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1,76,42506.64,1,10.95303334,9,0,0,0,1,0,1,1,0,0,1,1,0,1,0,4.860645308,742.7794122,2,2,4,3,4,4,3,4,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
0,32,10762.84,1,8.770303,10,0,0,1,1,0,1,1,0,1,1,1,0,0,0,9.231083,1066.382948,3,3,2,4,2,4,4,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4,50,17020.84,0,11.55719,9,5,0,0,0,0,1,1,1,0,0,1,0,1,0,44.79742,4513.977095,4,5,5,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,45,103112.3,0,8.45345,9,0,1,0,1,0,1,1,0,1,0,1,1,0,0,7.281658,1435.244426,3,3,4,3,3,4,3,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2,83,16263.98,0,3.814618,10,0,1,1,1,1,1,0,0,0,1,0,1,0,1,56.09767,5286.98629,2,2,2,2,3,3,3,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,39,11020.25,0,3.727902,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.41763,487.9567265,3,3,2,4,4,4,3,3,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
3,31,34132.82,1,9.622636,8,2,0,0,0,1,1,1,1,0,0,1,1,1,1,1.786765,1318.882817,3,4,3,3,2,4,4,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,52,42761.9,0,10.63881,18,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1.669639,498.5585239,2,2,2,4,5,2,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,29,42487.68,0,10.86184,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,60.07253,5475.345065,2,3,3,2,4,3,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,81,24829.93,1,13.12937988,11,1,0,0,0,0,1,1,0,0,0,1,0,1,1,5.110718131,579.4447417,5,4,4,3,5,3,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1,55,9183.89,0,7.74027,13,0,1,0,0,0,1,1,1,0,0,1,1,0,0,69.40052,6457.28774,3,3,2,3,3,3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4,80,102633.9,0,10.66271,9,1,1,1,0,0,1,0,1,0,1,0,0,0,1,56.8243,4836.771242,5,4,4,3,3,5,4,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3,77,25156.74,0,3.483945,15,2,0,0,0,0,1,1,0,0,0,0,0,1,0,71.09119,6469.597429,2,1,3,4,2,4,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,33,6288.9,0,10.92378,10,0,0,1,0,0,1,0,1,0,0,1,0,1,1,12.51454,1398.226038,4,3,4,2,2,4,3,2,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,31,44137.6,1,11.13960534,6,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1.55278221,452.8721504,4,4,3,4,4,4,2,3,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
0,85,77701.41,0,11.08445,14,0,0,0,1,0,1,0,1,1,0,1,0,0,1,68.1253,5636.386434,4,4,2,3,2,4,5,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,74,20882.6,0,10.78887,12,0,0,0,1,0,1,0,1,0,0,1,1,0,0,60.09935,5116.646122,4,5,4,3,4,3,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,46,24728.28,0,9.452414,10,1,1,0,1,1,1,1,1,1,1,0,1,1,1,6.739405,1344.476361,4,3,3,4,4,3,4,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
0,78,7234.69,0,6.9305,13,1,0,0,1,0,1,1,1,1,1,1,0,1,1,60.63668,5444.798489,4,3,3,4,4,4,2,4,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1,30,23927.18,0,13.07212,10,0,2,1,0,0,1,1,1,1,1,0,0,1,1,61.96931,5655.54142,3,3,2,4,4,4,2,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,44,20943.07,0,10.81583,11,0,0,0,0,0,1,0,1,1,1,1,0,0,0,53.28955,5084.625994,4,4,5,3,3,5,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,35,13991.22,0,10.7329,10,0,3,0,1,0,1,0,0,0,0,0,0,0,0,18.1201,1683.407282,4,3,4,3,4,3,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,57,28008.97,0,10.64089,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.260977,1012.08426,4,4,5,5,3,4,5,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4,69,31693.07,1,12.21299,13,0,0,0,1,1,1,1,0,1,0,0,0,1,0,16.64015,2159.000591,4,4,2,3,3,3,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,66,16885.35,0,11.46614,11,3,0,0,0,0,1,1,0,0,0,0,1,0,0,63.24314,5532.302162,2,2,3,3,3,3,3,4,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
3,32,19379.79,0,13.84152,12,2,0,1,0,0,1,1,0,0,0,1,1,1,1,68.09161,6259.78278,4,5,4,3,3,4,4,4,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
7,46,75795.76,0,14.51799,17,2,0,0,0,0,1,1,0,1,0,0,0,1,0,71.4064,6400.696695,4,5,4,2,5,3,3,5,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
2,32,58157.76,0,12.76234,13,1,1,0,0,0,1,1,0,0,0,0,1,0,1,11.47008,1323.764927,4,3,3,4,2,3,5,4,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3,27,47100.05,0,13.42619,15,0,1,0,1,0,1,0,0,0,1,0,1,0,0,54.41951,4950.374878,5,5,4,3,4,4,4,5,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
3,28,34407.99,1,11.46370907,15,0,0,1,1,1,1,1,1,1,1,0,1,1,1,9.38712707,1712.794495,4,3,3,5,3,4,3,4,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1,45,28431.85,0,9.441826,11,1,0,0,1,0,1,0,1,1,0,0,0,0,1,67.78586,5766.181037,4,4,4,3,3,3,5,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3,89,39855.68,0,9.986224,9,1,0,0,1,0,1,0,1,0,0,0,0,0,0,71.12681,6359.030108,1,3,3,2,4,4,2,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
0,89,22524.43,0,14.02325,15,0,0,0,1,0,1,0,0,1,0,1,1,1,1,66.64969,5931.491211,4,5,5,5,3,4,4,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2,80,70775.57,0,11.17967,12,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2.719751,586.7907291,3,3,3,2,4,3,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1,38,39124.98,0,11.36728,12,0,0,0,0,0,1,0,0,0,1,0,0,1,1,17.30249,2224.045421,4,5,3,4,1,5,4,6,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
7,27,20750.19,0,8.547312,15,1,1,0,1,0,1,0,0,0,0,1,1,1,1,46.23456,4583.497674,5,4,4,3,3,2,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,39,33917.44,0,10.55797,10,0,1,1,0,1,1,0,1,0,0,0,0,1,1,2.021619,462.9626012,4,4,4,5,3,3,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,37,32947.81,0,9.467795,17,0,0,0,1,0,1,1,0,1,0,0,1,0,0,45.69588,4267.319291,5,4,6,4,4,4,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
6,66,21122.58,0,14.63487,13,2,0,1,0,0,1,1,0,1,0,0,0,1,0,56.46995,5493.9737,4,5,3,4,4,4,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,59,59158.79,1,7.514067308,15,2,0,1,0,1,1,0,0,0,0,0,1,1,1,13.17859958,1581.016214,2,3,2,2,3,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,46,9310.14,0,6.927298,16,0,0,0,1,0,1,1,1,1,1,1,0,1,1,63.28052,5766.345962,5,4,4,3,3,4,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,66,66284.45,0,10.44775,14,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1.500082,155.5067148,4,4,4,4,4,4,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,54,23956.91,1,17.39213562,10,1,0,0,1,0,1,0,0,1,0,1,0,1,1,5.388165017,764.2419259,3,2,4,2,5,3,3,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3,48,34918.56,0,9.781826,9,2,1,0,1,0,1,0,0,0,0,0,0,1,1,43.13392,3788.474047,3,4,3,2,4,3,3,3,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1,38,33780.14,0,9.622541,14,0,0,0,1,0,1,1,0,0,0,0,1,1,0,50.02645,4693.998061,4,4,5,3,3,3,4,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,39,44565.15,0,8.432151,11,2,0,0,0,0,1,0,0,0,1,1,0,1,1,65.33592,5747.351224,3,3,2,1,5,3,3,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
3,25,49597.04,0,7.223746,13,0,2,1,1,0,0,0,0,0,0,1,1,0,0,67.69816,5917.079917,5,5,4,2,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,48,18982.37,0,14.06247,10,1,1,0,0,0,1,0,1,0,1,0,1,0,1,14.65682,1606.304191,3,4,3,4,2,3,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,49,29207.46,0,8.425458142,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1,7.233605493,676.712908,5,5,3,4,4,5,5,4,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,59,113028.1,0,11.3049,10,1,1,0,0,0,1,0,1,1,1,0,0,0,1,52.79234,5072.66967,3,3,2,2,4,3,3,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,88,36315.29,0,7.287197615,16,3,0,0,0,1,1,0,0,0,0,1,1,0,1,1.586331702,676.1747964,4,3,3,3,4,3,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7,54,19826.85,0,5.478988,14,0,0,0,1,0,1,1,0,1,0,1,1,0,0,50.74296,4721.806173,2,2,1,4,3,3,4,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
3,24,63955.4,1,7.043024,14,2,0,0,1,0,1,0,0,1,1,0,1,1,1,1.822794,1006.003672,5,5,4,4,3,4,4,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
2,29,9514.35,0,6.977990294,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4.882004458,772.3133729,5,4,4,1,5,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,86,73686.44,1,10.45045,10,1,0,0,1,0,1,0,0,1,1,1,0,0,1,6.30655,1165.890091,5,6,5,3,4,4,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,51,102431.3,0,7.348999,8,2,0,0,0,1,1,0,0,1,0,1,0,0,0,50.49273,4702.945848,3,3,3,5,2,4,4,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,45,17312.0,0,5.761471,9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,58.89846,5579.495808,4,4,4,5,2,4,6,5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,38,30216.55,0,19.01629,13,1,1,0,1,0,1,1,0,1,1,1,1,1,0,50.95377,4953.439647,4,4,4,5,3,5,5,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4,56,31393.24,0,11.95891,12,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4.10653,1029.623058,3,4,3,3,3,4,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2,65,45020.53,0,8.595477,10,2,0,0,1,1,1,0,0,1,0,0,0,0,0,61.37365,5626.567359,4,4,5,2,5,4,4,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
0,44,56378.17,1,14.81596,11,7,0,1,0,0,1,0,0,0,0,1,1,1,0,56.40613,5512.145017,1,1,3,1,4,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,55,46854.5,0,10.51853461,12,0,0,0,1,1,1,1,0,1,1,0,0,0,1,15.97494301,2035.008705,3,3,3,3,4,2,4,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
3,37,5289.83,1,12.23484,10,3,1,0,1,1,1,1,0,1,1,0,1,1,0,14.71579,2044.702772,4,4,5,4,4,3,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,79,10457.26,0,11.41399094,11,1,0,0,0,0,1,1,0,0,1,1,0,1,0,15.6930298,1538.239707,3,4,4,5,1,5,4,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,30,77120.37,0,8.284128,8,0,0,0,1,0,1,1,0,1,1,1,0,0,0,59.79789,5298.561299,4,4,4,3,3,4,5,5,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
3,67,10231.67,0,5.031953948,11,0,1,0,1,1,1,0,0,1,1,0,1,1,0,13.55218661,1779.049529,2,1,3,4,4,2,3,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,61,121849.0,0,9.184449781,17,0,0,0,1,0,0,1,0,0,0,0,1,1,0,17.0219219,1930.538667,3,2,3,5,3,3,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2,65,45511.46,0,5.256583,9,1,0,0,1,0,1,0,0,0,1,0,0,1,1,68.16632,5838.199467,6,5,5,5,4,3,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,48,140110.0,0,6.913871,17,1,0,0,1,0,1,1,0,0,1,1,0,0,1,65.90545,5645.995697,2,2,2,3,4,3,3,3,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
1,45,20316.98,0,8.020199,12,2,0,0,0,1,1,0,0,1,0,0,1,0,1,55.29606,4824.342843,3,4,4,4,4,3,3,4,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
7,22,37522.18,0,14.83824,13,1,2,0,1,0,1,1,1,1,0,1,1,0,1,65.32463,6557.26466,3,3,3,4,4,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,66,8840.8,1,8.721081,14,1,0,0,1,0,1,0,1,1,1,1,1,1,1,17.27999,2074.948906,3,4,2,3,6,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4,43,11962.55,0,9.519194,12,1,0,0,1,0,1,0,0,0,1,0,0,1,1,50.58158,4531.04303,4,4,3,4,3,3,4,3,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1,58,61541.53,0,8.128102,18,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3.678847,301.5746797,2,2,3,3,3,4,3,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1,57,73645.85,0,1.726524839,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,7.93260821,810.4941232,6,5,6,2,4,5,5,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,89,19680.77,0,11.31582,7,1,2,0,0,1,1,1,0,0,1,0,0,0,1,43.41671,4108.848897,2,2,3,4,3,4,5,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,82,24689.6,0,4.445847,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,67.87061,5720.467652,3,3,5,4,4,3,4,3,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
